name,city,province,postalCode,latitude,longitude,full_name
McDonald's,Alexandria,LA,71303,31.34461,-92.51946,McDonald's
Wendy's,Dayton,OH,45449,39.6768,-84.2421,Wendy's
McDonald's,Houma,LA,70360,29.570062,-90.722815,McDonald's
Sonic,Patterson,LA,70392,29.68951,-91.30939000000001,Sonic Drive-In
Jimmy John's,Hazelwood,MO,63042,38.77012,-90.36484,Jimmy John's
Taco Bell,Minden,LA,71055,32.623870000000004,-93.25421,Taco Bell
Burger King,Minden,LA,71055,32.62125,-93.27767,Burger King
McDonald's,Minden,LA,71055,32.62202,-93.27519000000001,McDonald's
Wendy's,Minden,LA,71055,32.621604999999995,-93.273239,Wendy's
Arby's,Minden,LA,71055,32.5818,-93.2489,Arby's
Waffle House,Carrollton,KY,41008,38.658922,-85.136525,Waffle House
KFC,Carrollton,KY,41008,38.650940000000006,-85.12388,KFC
Krystal,Williamsburg,KY,40769,36.7223,-84.1701,Krystal
McDonald's,Williamsburg,KY,40769,36.72716,-84.16696,McDonald's
KFC,Williamsburg,KY,40769,36.7263,-84.1635,KFC
Long John Silver's,Williamsburg,KY,40769,36.722770000000004,-84.16702,Long John Silver's
Arby's,Williamsburg,KY,40769,36.726822999999996,-84.16556899999999,Arby's
Taco Bell,Columbia,KY,42728,37.092814000000004,-85.30358199999999,Taco Bell
Wendy's,Columbia,KY,42728,37.092884999999995,-85.30382900000001,Wendy's
Domino's Pizza,Columbia,KY,42728,37.09317,-85.30371,Domino's Pizza
KFC,Cynthiana,KY,41031,38.378820000000005,-84.30943,KFC
Wendy's,Somerset,KY,42501,37.018665000000006,-84.62787,Wendy's
Dairy Queen,Somerset,KY,42501,37.094848,84.605649,Dairy Queen
Arby's,Somerset,KY,42501,37.030687,-84.62643,Arby's
Dairy Queen,Somerset,KY,42501,37.087513,-84.61675,Dairy Queen
Popeye's,Leesville,LA,71446,31.1184,-93.2702,Popeye's Chicken & Biscuits
Arby's,Leesville,LA,71446,31.128746000000003,-93.267362,Arby's
Wendy's,Leesville,LA,71446,31.1351,-93.265,Wendy's
Taco Bell,Leesville,LA,71446,31.055059999999997,-93.24183000000001,Taco Bell
Fallguys Burger Company,Branson,MO,65616,36.644040000000004,-93.2146,Fallguys Burger Company
Subway,Austin,TX,78729,30.467129999999997,-97.76489000000001,Subway
Bojangles' Famous Chicken 'n Biscuits,Suffolk,VA,23435,36.861798,-76.467086,Bojangles' Famous Chicken 'n Biscuits
Burger King,West Palm Beach,FL,33411,26.7093,-80.20100000000001,Burger King
Taco Bell,Hialeah,FL,33010,25.83057,-80.26711,Taco Bell
Taco Bell,Huntsville,TX,77340,30.715770000000003,-95.56955,Taco Bell
Golden Chick,Oklahoma City,OK,73107,35.49365,-97.54916,Golden Chick
McLaren's Pantry,Edmond,OK,73013,35.624190000000006,-97.4781,McLaren's Pantry
Burger King,Conway,SC,29526,33.84852,-79.06685999999999,Burger King
McDonald's,Clearfield,UT,84015,41.123740000000005,-112.02646000000001,McDonald's
McDonald's,Ogden,UT,84405,41.17736,-112.00142,McDonald's
McDonald's,Ogden,UT,84404,41.307109999999994,-112.02311999999999,McDonald's
Red Robin Gourmet Burgers,Layton,UT,84041,41.0827,-111.9835,Red Robin Gourmet Burgers
McDonald's,Springville,UT,84663,40.1862,-111.61,McDonald's
Burger King,Ogden,UT,84401,41.22894,-111.97856000000002,Burger King
Burger King,Ogden,UT,84405,41.189888,-111.98198300000001,Burger King
In-N-Out Burger,Ogden,UT,84405,41.19117,-111.97981000000001,In-N-Out Burger
KFC,Orem,UT,84057,40.3052,-111.6986,KFC
Burger King,Orem,UT,84057,40.29712,-111.69544099999999,Burger King
Taco Bell,Clearfield,UT,84015,41.123706,-112.025986,Taco Bell
Taco Bell,Ogden,UT,84403,41.184554999999996,-111.94908500000001,Taco Bell
Buds Chicken & Seafood,West Palm Beach,FL,33411,26.7063,-80.229,Buds Chicken & Seafood
Subway,Tooele,UT,84074,40.53928,-112.29828,Subway
KFC,Salt Lake City,UT,84119,40.7179,-111.9391,KFC
KFC,Salt Lake City,UT,84115,40.6873,-111.8888,KFC
Sconecutter,Sandy,UT,84070,40.5876,-111.8984,Sconecutter
Burger King,Salt Lake City,UT,84123,40.647566,-111.939198,Burger King
Burger King,Sandy,UT,84070,40.565375,-111.89018899999999,Burger King
KFC,Glen Allen,VA,23060,37.6497,-77.6005,KFC
KFC,Midlothian,VA,23112,37.442,-77.5842,KFC
KFC,Richmond,VA,23235,37.4985,-77.5689,KFC
KFC,Mechanicsville,VA,23111,37.611,-77.3422,KFC
McDonald's,Appomattox,VA,24522,37.3618,-78.8332,McDonald's
Taco Bell,Lynchburg,VA,24502,37.3481,-79.2328,Taco Bell
Bojangles' Famous Chicken 'n Biscuits,Lynchburg,VA,24502,37.352439000000004,-79.227515,Bojangles' Famous Chicken 'n Biscuits
Bojangles' Famous Chicken 'n Biscuits,Moneta,VA,24121,37.127271,-79.698987,Bojangles' Famous Chicken 'n Biscuits
Quiznos,Rocky Mount,VA,24151,37.01192,-79.86865999999999,Quiznos
Chick-fil-A,Roanoke,VA,24014,37.226729999999996,-79.96858,Chick-fil-A
McDonald's,Tazewell,VA,24651,37.123277,-81.521238,McDonald's
Hardee's,Salem,VA,24153,37.276531,-80.036565,Hardee's
McDonald's,Salem,VA,24153,37.297290000000004,-80.027039,McDonald's
Burger King,Gordonsville,VA,22942,37.9731,-78.2175,Burger King
Burger King,Chesterfield,VA,23832,37.374634,-77.504568,Burger King
Burger King,Christiansburg,VA,24073,37.16537,-80.422283,Burger King
Wendy's,Salem,VA,24153,37.26504,-80.02163,Wendy's
Bojangles' Famous Chicken 'n Biscuits,Vinton,VA,24179,37.273445,-79.88837,Bojangles' Famous Chicken 'n Biscuits
Bojangles' Famous Chicken 'n Biscuits,Salem,VA,24153,37.288823,-80.083349,Bojangles' Famous Chicken 'n Biscuits
KFC,Salem,VA,24153,37.2882,-80.0871,KFC
Bojangles' Famous Chicken 'n Biscuits,Roanoke,VA,24018,37.223123,-80.01320600000001,Bojangles' Famous Chicken 'n Biscuits
KFC,Williamsburg,VA,23185,37.292,-76.7233,KFC
Burger King,Roanoke,VA,24014,37.247352,-79.958213,Burger King
Burger King,Salem,VA,24153,37.29096,-80.07149,Burger King
Five Guys,Roanoke,VA,24018,37.2298,-79.9789,Five Guys
Taco Bell,Salem,VA,24153,37.288284999999995,-80.086635,Taco Bell
Taco Bell,Roanoke,VA,24014,37.222804,-79.96771700000001,Taco Bell
Arby's,Roanoke,VA,24012,37.325038,-79.953716,Arby's
Arby's,Roanoke,VA,24014,37.2569,-79.9578,Arby's
Taco Bell,Staunton,VA,24401,38.13842,-79.06694,Taco Bell
Burger King,Staunton,VA,24401,38.104972,-79.072699,Burger King
Burger King,Staunton,VA,24401,38.13465,-79.04398,Burger King
Five Guys,Ocean City,MD,21842,38.3867,-75.066,Five Guys
Five Guys,Ocean City,MD,21842,38.4416,-75.0535,Five Guys
Burger King,Charlottesville,VA,22902,38.0114,-78.50496,Burger King
Taco Bell,Charlottesville,VA,22902,38.011493,-78.502685,Taco Bell
McDonald's,Burlington,WA,98233,48.44825,-122.3361,McDonald's
Five Guys,Richland,WA,99352,46.2583,-119.3078,Five Guys
Arby's,Kennewick,WA,99336,46.22521,-119.223091,Arby's
Arby's,Richland,WA,99352,46.281894,-119.27436399999999,Arby's
Zip's Hamburgers And Fish,Kennewick,WA,99336,46.211999999999996,-119.1113,Zip's Hamburgers And Fish
Domino's Pizza,Barre,VT,5641,44.200829999999996,-72.50616,Domino's Pizza
Taco Bell,Richland,WA,99352,46.256951,-119.306266,Taco Bell
Jack in the Box,Kennewick,WA,99336,46.198632,-119.159489,Jack in the Box
KFC,Richland,WA,99352,46.2595,-119.3085,KFC
Burger King,Kennewick,WA,99336,46.226696000000004,-119.22107199999999,Burger King
Wendy's,Burlington,NJ,8016,40.05681,-74.888,Wendy's
Krystal,Saint Augustine,FL,32084,29.9177,-81.4101,Krystal
Arby's,Augusta,ME,4330,44.314556,-69.800117,Arby's
McDonald's,Augusta,ME,4330,44.314021999999994,-69.799477,McDonald's
McDonald's,Augusta,ME,4330,44.32261,-69.76437,McDonald's
Burger King,Lutherville Timonium,MD,21093,39.436605,-76.62467600000001,Burger King
Burger King,Silver Spring,MD,20906,39.05768,-77.084654,Burger King
Chick-fil-A,Salisbury,MD,21801,38.34836,-75.60781999999999,Chick-Fil-A
Burger King,Halethorpe,MD,21227,39.245301,-76.67345300000001,Burger King
Domino's Pizza,Augusta,ME,4330,44.31093,-69.7822,Domino's Pizza
McDonald's,Brewer,ME,4412,44.78053,-68.74329,McDonald's
McDonald's,Bangor,ME,4401,44.810938,-68.769829,McDonald's
McDonald's,Bangor,ME,4401,44.81766,-68.81022,McDonald's
McDonald's,Bangor,ME,4401,44.79132,-68.77696999999999,McDonald's
Quiznos,Bangor,ME,4401,44.83871,-68.743,Quiznos
McDonald's,Saint Joseph,MI,49085,42.08466,-86.48607,McDonald's
Arby's,Mount Pleasant,MI,48858,43.590028000000004,-84.768477,Arby's
Krystal,Knoxville,TN,37934,35.90534,-84.14331999999999,Krystal
Bojangles' Famous Chicken 'n Biscuits,Atlanta,GA,30350,33.987239,-84.351395,Bojangles' Famous Chicken 'n Biscuits
KFC,Anaheim,CA,92802,33.829209999999996,-117.94148999999999,KFC
Bojangles' Famous Chicken 'n Biscuits,Huntersville,NC,28078,35.412532,-80.856311,Bojangles' Famous Chicken 'n Biscuits
Rush's,Columbia,SC,29209,33.96606,-80.94389,Rush's
Captain D's,Columbus,GA,31904,32.506759,-84.975187,Captain D's
Jack in the Box,Honolulu,HI,96817,21.31813,-157.86565,Jack in the Box
Subway,Honolulu,HI,96816,21.282394,-157.80025700000002,Subway
KFC,Round Rock,TX,78664,30.482609999999998,-97.65729,KFC
El Pollo Loco,Stevenson Ranch,CA,91381,34.380320000000005,-118.56721,El Pollo Loco
Burger King,Lewisville,TX,75077,33.055499,-97.015651,Burger King
Taco Bell,Buda,TX,78610,30.085445,-97.82252199999999,Taco Bell
McDonald's,Bay City,TX,77414,28.984479999999998,-95.93614000000001,McDonald's
McDonald's,Houston,TX,77040,29.9013,-95.5518,McDonald's
McDonald's,North Miami Beach,FL,33160,25.94014,-80.122026,McDonald's
Wendy's,Kernersville,NC,27284,36.0277,-80.058,Wendy's
Burger King,Dayton,OH,45432,39.743744,-84.119575,Burger King
Burger King,Dayton,OH,45424,39.864981,-84.13861700000001,Burger King
Carl's Jr.,Oklahoma City,OK,73115,35.444179999999996,-97.42315,Carl's Jr
Wendy's,Mansfield,OH,44903,40.692,-82.512,Wendy's
Arby's,Tucumcari,NM,88401,35.158752,-103.70116,Arby's
Burger King,Excelsior Springs,MO,64024,39.33204,-94.26368000000001,Burger King
Arby's,Excelsior Springs,MO,64024,39.33137,-94.26934,Arby's
KFC,Excelsior Springs,MO,64024,39.33757,-94.25191,KFC
Long John Silver's,Latonia,KY,41015,39.038757000000004,-84.50806,Long John Silvers
Checker's,Detroit,MI,48238,42.393865000000005,-83.139364,Checkers
Dairy Queen,Canton,NY,13617,44.5908,-75.1749,Dairy Queen
White Castle,Newport,KY,41071,39.0803,-84.48100000000001,White Castle
Arby's,Cincinnati,OH,45242,39.269213,-84.37191700000001,Arby's
McDonald's,Beatrice,NE,68310,40.278191,-96.74665,McDonald's
Arby's,Beatrice,NE,68310,40.28638,-96.74696,Arby's
McDonald's,Hastings,NE,68901,40.601459999999996,-98.39186,McDonald's
Arby's,Hastings,NE,68901,40.580459999999995,-98.39195,Arby's
Burger King,Cincinnati,OH,45249,39.2908,-84.3054,Burger King
Burger King,Fairfield,OH,45014,39.338640000000005,-84.56052,Burger King
Burger King,Hamilton,OH,45013,39.424566999999996,-84.59484599999999,Burger King
Burger King,Georgetown,OH,45121,38.863138,-83.8941,Burger King
Burger King,Cincinnati,OH,45246,39.286460999999996,-84.44905200000001,Burger King
McDonald's,Aledo,IL,61231,41.19916,-90.73308,McDonald's
Taco Bell,Cincinnati,OH,45236,39.228109,-84.39404499999999,Taco Bell
Waffle House,Dayton,OH,45440,39.6963,-84.1021,Waffle House
Waffle House,Dayton,OH,45424,39.8727,-84.1356,Waffle House
Waffle House,Dayton,OH,45424,39.8661,-84.1014,Waffle House
Waffle House,Dayton,OH,45439,39.688508,-84.220098,Waffle House
McDonald's,Dayton,OH,45424,39.86372,-84.10269,McDonald's
KFC,Dayton,OH,45431,39.7616,-84.0527,KFC
Gold Star Chili,Newport,KY,41071,39.086201,-84.478913,Gold Star Chili
Arby's,Cincinnati,OH,45251,39.2489,-84.5956,Arby's
Gold Star Chili,Cincinnati,OH,45230,39.094898,-84.38744200000001,Gold Star Chili
Taco Bell,Snyder,TX,79549,32.69742,-100.91904,Taco Bell
Wendy's,Linton,IN,47441,39.03564,-87.1616,Wendy's
Taco Bell,Linton,IN,47441,39.03718,-87.14674000000001,Taco Bell
Arby's,Alexandria,KY,41001,38.983227,-84.401234,Arby's
KFC,Minerva,OH,44657,40.719,-81.1135,KFC
Chick-fil-A,Valrico,FL,33596,27.8938,-82.2367,Chick-fil-A
Moe's Southwest Grill,Fort Walton Beach,FL,32548,30.425848,-86.643654,Moe's Southwest Grill
Quiznos,Mesa,AZ,85206,33.39435,-111.72101,Quiznos
Bojangles' Famous Chicken 'n Biscuits,High Point,NC,27260,35.926111,-79.98410799999999,Bojangles' Famous Chicken 'n Biscuits
Jimmy John's,Lawrence,KS,66049,38.971464000000005,-95.281257,Jimmy John's
Wendy's,Kingman,AZ,86401,35.191639,-114.069771,Wendy's
Arby's,Kingman,AZ,86401,35.2195,-114.0093,Arby's
Popeye's,Kingman,AZ,86401,35.1913,-114.0691,Popeyes Chicken and Biscuits
Taco Bell,Franklin,MI,48025,42.519366,-83.22340799999999,Taco Bell
KFC,Mountain Home,ID,83647,43.1417,-115.66181,KFC
Burger King,Garden City,ID,83714,43.66568,-116.27895,Burger King
McDonald's,Caldwell,ID,83605,43.64853,-116.66568999999998,McDonald's
Arby's,Garden City,ID,83714,43.649357,-116.28146000000001,Arby's
Burger King,Plattsburgh,NY,12901,44.6975,-73.47664,Burger King
Taco Bell,Plattsburgh,NY,12901,44.69686,-73.48445,Taco Bell
Domino's Pizza,Las Vegas,NV,89120,36.074009999999994,-115.10158,Dominos Pizza
Pizza Barn,Elko,NV,89801,40.85103,-115.74498,Pizza Barn
Jack in the Box,Elko,NV,89801,40.83764,-115.79123,Jack in the Box
Domino's Pizza,Pahrump,NV,89048,36.21634,-115.99475,Domino's Pizza
Five Guys,Waltham,MA,2451,42.3756,-71.25283,Five Guys
Burger King,Depew,NY,14043,42.90221,-78.696682,Burger King
Burger King,Buffalo,NY,14221,42.991915999999996,-78.696713,Burger King
Krystal,Cartersville,GA,30120,34.169615,-84.78704599999999,Krystal
McDonald's,Owego,NY,13827,42.09577,-76.2312,McDonald's
Taco Bell,Binghamton,NY,13904,42.104403000000005,-75.880707,Taco Bell
Wendy's,Vestal,NY,13850,42.096496,-75.980841,Wendy's
Burger King,Binghamton,NY,13905,42.10918,-75.94023,Burger King
Taco Bell,Vestal,NY,13850,42.09498,-76.00865999999999,Taco Bell
KFC,Owego,NY,13827,42.0984,-76.2336,KFC
Waffle House,Antioch,TN,37013,36.05129,-86.64582,Waffle House
Burger King,Troy,NY,12182,42.785270000000004,-73.672686,Burger King
Taco Bell,Evans Mills,NY,13637,44.04072,-75.840953,Taco Bell
Burger King,Syracuse,NY,13208,43.059983,-76.146671,Burger King
Arby's,Fulton,NY,13069,43.3192,-76.4136,Arby's
Burger King,Syracuse,NY,13212,43.095437,-76.174138,Burger King
Burger King,Syracuse,NY,13219,43.032717,-76.192559,Burger King
Burger King,Syracuse,NY,13212,43.113929999999996,-76.146028,Burger King
KFC,Oneida,NY,13421,43.0785,-75.6428,KFC
McDonald's,Oneida,NY,13421,43.07858,-75.650915,McDonald's
McDonald's,Baldwinsville,NY,13027,43.151452,-76.352508,McDonald's
Burger King,Rochester,NY,14606,43.164951,-77.646501,Burger King
McDonald's,Rochester,NY,14626,43.208938,-77.690354,McDonald's
McDonald's,Avon,NY,14414,42.9107,-77.7351,McDonald's
Burger King,Rome,NY,13440,43.213444,-75.464252,Burger King
Arby's,Rome,NY,13440,43.213725,-75.451698,Arby's
KFC,Rome,NY,13440,43.2117,-75.4622,KFC
Burger King,Rome,NY,13440,43.230383,-75.43946899999999,Burger King
Burger King,Whitesboro,NY,13492,43.116532,-75.28947099999999,Burger King
Arby's,Utica,NY,13501,43.087441,-75.25864399999999,Arby's
Taco Casa,Roanoke,TX,76262,33.017563,-97.21765,Taco Casa
Burger King,Maumee,OH,43537,41.565984,-83.655606,Burger King
Burger King,Port Clinton,OH,43452,41.514455,-82.91969300000001,Burger King
Church's Chicken,Toledo,OH,43615,41.638237,-83.663635,Church's Chicken
Fazoli's,Huntington,WV,25705,38.4139,-82.3465,Fazoli's
Taco Bell,Ashland,KY,41101,38.470420000000004,-82.624027,Taco Bell
Wendy's,Ashland,KY,41101,38.471143,-82.632891,Wendy's
Arby's,Huntington,WV,25701,38.4232,-82.4197,Arby's
Taco Bell,Ashland,KY,41101,38.517245,-82.68379300000001,Taco Bell
Taco Bell,Ironton,OH,45638,38.5412,-82.6747,Taco Bell
Burger King,Vermilion,OH,44089,41.424806,-82.35100200000001,Burger King
Wendy's,Zanesville,OH,43701,39.91097,-82.01626,Wendy's
Wendy's,Zanesville,OH,43701,39.97899,-82.01708,Wendy's
McDonald's,Willard,OH,44890,41.04312,-82.72267,Mcdonald's
Burger King,Willard,OH,44890,41.042206,-82.71566999999999,Burger King
McDonald's,Oklahoma City,OK,73120,35.594286,-97.54868499999999,McDonald's
Burger King,Zanesville,OH,43701,39.97013,-82.0104,Burger King
Arby's,Ardmore,OK,73401,34.186892,-97.16281,Arby's
Taco Bell,Oklahoma City,OK,73129,35.438140000000004,-97.485088,Taco Bell
KFC,Sapulpa,OK,74066,35.9928,-96.1134,KFC
KFC,Okmulgee,OK,74447,35.6232,-95.9593,KFC
Arby's,Portsmouth,OH,45662,38.754239,-82.922795,Arby's
Taco Bueno,Muskogee,OK,74401,35.76951,-95.36277,Taco Bueno
Sonic,Durant,OK,74701,33.9987,-96.412,SONIC Drive In
Wendy's,Mcalester,OK,74501,34.9184,-95.74471,Wendy's
Taco Bell,Elk City,OK,73644,35.411809999999996,-99.41795,Taco Bell
Dairy Queen,Salem,OR,97303,45.0051,-123.0237,Dairy Queen
Burger King,Salem,OR,97303,44.978274,-123.026602,Burger King
Five Guys,Salem,OR,97305,44.9567,-122.9841,Five Guys
Taco Bell,Silverton,OR,97381,45.0071,-122.7903,Taco Bell
McDonald's,Woodburn,OR,97071,45.1506,-122.8769,McDonald's
Chick-fil-A,Jacksonville,FL,32257,30.19003,-81.62795,Chick-Fil-A
Five Guys,Foley,AL,36535,30.3685,-87.6834,Five Guys
Burger King,Mobile,AL,36618,30.761129999999998,-88.22429,Burger King
McDonald's,Mobile,AL,36695,30.6409,-88.2241,Mcdonald's
Wendy's,Montgomery,AL,36109,32.4185,-86.2327,Wendy's
Whataburger,Clanton,AL,35045,32.8009,-86.5746,Whataburger
Burger King,Dothan,AL,36301,31.19025,-85.40306,Burger King
Bojangles' Famous Chicken 'n Biscuits,Dothan,AL,36301,31.212805,-85.428003,Bojangles' Famous Chicken 'n Biscuits
Wendy's,Dothan,AL,36301,31.1908,-85.3979,Wendy's
Taco Bell,Dothan,AL,36301,31.225377,-85.431699,Taco Bell
Arby's,Dothan,AL,36301,31.176759999999998,-85.40265,Arby's
Arby's,Dothan,AL,36303,31.233344,-85.452478,Arby's
Taco Bell,Northport,AL,35476,33.239588,-87.576103,Taco Bell
Taco Bell,Anniston,AL,36201,33.672574,-85.827124,Taco Bell
Taco Bell,Dora,AL,35062,33.757142,-87.064476,Taco Bell
Whataburger,Mission,TX,78572,26.1948,-98.2826,Whataburger
Taco John's,Laramie,WY,82070,41.30922,-105.56671000000001,Taco John's
Tom's,Little Chute,WI,54140,44.29361,-88.31366,Tom's Drive In
Jimmy John's,La Crosse,WI,54601,43.796440000000004,-91.22038,Jimmy John's
Wendy's,La Crosse,WI,54601,43.770003,-91.214574,Wendy's
Burger King,La Crosse,WI,54601,43.816362,-91.24920999999999,Burger King
Burger King,La Crosse,WI,54601,43.78065,-91.22478000000001,Burger King
McDonald's,La Crosse,WI,54601,43.78275,-91.2198,McDonald's
Arby's,Franksville,WI,53126,42.779077,-87.951422,Arby's
Burger King,Sturtevant,WI,53177,42.724761,-87.950804,Burger King
Hardee's,Stevens Point,WI,54481,44.529616,-89.574678,Hardee's
Hardee's,Stevens Point,WI,54481,44.505516,-89.567415,Hardee's
Burger King,Fond Du Lac,WI,54935,43.784316,-88.465537,Burger King
Domino's Pizza,Salem,WV,26426,39.283570000000005,-80.5602,Domino's Pizza
Burger King,Clarksburg,WV,26301,39.261298,-80.284373,Burger King
Domino's Pizza,Fairmont,WV,26554,39.47922,-80.12275,Domino's Pizza
McDonald's,Fairmont,WV,26554,39.42435,-80.18745,McDonald's
Tudor's Biscuit World,Fayetteville,WV,25840,38.0571,-81.10506,Tudor's Biscuit World
Domino's Pizza,Gillette,WY,82716,44.2931,-105.505,Domino's Pizza
Burger King,Foley,AL,36535,30.396109999999997,-87.6839,Burger King
Arby's,Bay Minette,AL,36507,30.884109999999996,-87.78761,Arby's
Krystal,Foley,AL,36535,30.380781,-87.683894,Krystal
Taco Bell,Bay Minette,AL,36507,30.884059999999998,-87.78817,Taco Bell
Chick-fil-A,Foley,AL,36535,30.369058000000003,-87.683065,Chick-fil-A
Domino's Pizza,Keyser,WV,26726,39.431979999999996,-78.98662,Domino's Pizza
Burger King,Laramie,WY,82070,41.30904,-105.557473,Burger King
Dunkin' Donuts,Belmar,NJ,7719,40.179125,-74.025848,Dunkin' Donuts
Subway,Neptune,NJ,7753,40.212543,-74.014548,SUBWAY
Dairy Queen,Point Pleasant Beach,NJ,8742,40.073659,-74.078303,Dairy Queen
Quiznos,Jim Thorpe,PA,18229,40.96861,-75.63328,Quiznos
Wendy's,Bloomsburg,PA,17815,41.008827000000004,-76.42182199999999,Wendy's
Wendy's,Hummels Wharf,PA,17831,40.82894,-76.84127,Wendy's
Burger King,Coal Township,PA,17866,40.78978,-76.52734,Burger King
McDonald's,Danville,PA,17821,40.9936,-76.6401,McDonald's
Wendy's,Crown Point,IN,46307,41.4246,-87.3642,Wendy's
Kasa's Pizza,Cresco,PA,18326,41.1271,-75.3071,Kasa's Pizza
McDonald's,Cincinnati,OH,45247,39.159058,-84.651535,McDonald's
Skyline Chili,Burlington,KY,41005,39.016999999999996,-84.68839,Skyline Chili
White Castle,Cincinnati,OH,45211,39.1536,-84.6032,White Castle
McDonald's,Cincinnati,OH,45238,39.126836,-84.60556600000001,McDonald's
Wendy's,Cincinnati,OH,45247,39.1898,-84.6001,Wendy's
McDonald's,Walton,KY,41094,38.916365,-84.63363199999999,McDonald's
Wendy's,Burlington,KY,41005,39.0182,-84.6897,Wendy's
McDonald's,Florence,KY,41042,39.015291,-84.675085,McDonald's
Arby's,Burlington,KY,41005,39.018211,-84.68804300000001,Arby's
White Castle,Florence,KY,41042,38.98226,-84.64523,White Castle
McDonald's,Florence,KY,41042,38.98829,-84.64188,McDonald's
Wendy's,Cincinnati,OH,45211,39.1451,-84.6242,Wendy's
Sonic,Florence,KY,41042,38.9575,-84.62754,SONIC Drive In
Arby's,Lawrenceburg,IN,47025,39.0857,-84.8798,Arby's
Arby's,Cincinnati,OH,45239,39.21796,-84.58528000000001,Arby's
McDonald's,Cincinnati,OH,45237,39.18998,-84.46228,McDonald's
Wendy's,Cincinnati,OH,45216,39.21051,-84.47418,Wendy's
Chipotle Mexican Grill,Cincinnati,OH,45219,39.12812,-84.51946,Chipotle Mexican Grill
McDonald's,Bellevue,KY,41073,39.097473,-84.482831,McDonald's
Dewey's Pizza,Newport,KY,41071,39.094039,-84.49619200000001,Dewey's Pizza
Taco Bell,Cincinnati,OH,45219,39.12692,-84.50305999999999,Taco Bell
Taco Bell,Cincinnati,OH,45239,39.191204,-84.570536,Taco Bell
Long John Silver's,Cincinnati,OH,45245,39.0946,-84.2651,Long John Silver's
Gold Star Chili,Latonia,KY,41015,39.044636,-84.504209,Gold Star Chili
Skyline Chili,Cincinnati,OH,45251,39.259890000000006,-84.60319,Skyline Chili
White Castle,Cincinnati,OH,45216,39.196999999999996,-84.4768,White Castle
Wendy's,Cincinnati,OH,45239,39.22077,-84.5863,Wendy's
McDonald's,Cincinnati,OH,45247,39.18891,-84.60152,McDonald's
Gold Star Chili,Covington,KY,41011,39.086849,-84.519111,Gold Star Chili
Wendy's,Crystal Lake,IL,60012,42.24946,-88.2873,Wendy's
Taco Bell,Crown Point,IN,46307,41.436209999999996,-87.365167,Taco Bell
McDonald's,Crown Point,IN,46307,41.418359,-87.364325,McDonald's
McDonald's,Erlanger,KY,41018,39.00824,-84.59775,McDonald's
Taco Bell,Cincinnati,OH,45236,39.198493,-84.382447,Taco Bell
Arby's,Easton,MD,21601,38.778709,-76.05964,Arby's
Arby's,Cincinnati,OH,45231,39.225035999999996,-84.516375,Arby's
Arby's,Florence,KY,41042,38.982711,-84.643798,Arby's
Taco Bell,Erlanger,KY,41018,39.0215,-84.58894000000001,Taco Bell
McDonald's,Hamilton,OH,45013,39.422751,-84.577937,McDonald's
Burger King,Erlanger,KY,41018,39.021417,-84.58965400000001,Burger King
Wendy's,Cincinnati,OH,45231,39.21621,-84.51867,Wendy's
Jack in the Box,West Chester,OH,45069,39.3536,-84.37062,Jack in the Box
Taco Bell,Middletown,OH,45042,39.526306,-84.3892,Taco Bell
Wendy's,West Chester,OH,45069,39.32195,-84.42917,Wendy's
Wendy's,Cincinnati,OH,45236,39.19643,-84.380844,Wendy's
Arby's,Centralia,WA,98531,46.730005,-122.97931000000001,Arby's
Taco Bell,North Fort Myers,FL,33903,26.6677,-81.8909,Taco Bell
Taco Bell,Sheboygan,WI,53081,43.722367,-87.736896,Taco Bell
McDonald's,Sheboygan,WI,53083,43.7736,-87.7369,McDonald's
Arby's,Janesville,WI,53545,42.723036,-88.995514,Arby's
Taco Time,Spanish Fork,UT,84660,40.125298,-111.643483,Taco Time
Chick-fil-A,Winston Salem,NC,27105,36.189823,-80.27405999999999,Chick-fil-A
Arby's,Front Royal,VA,22630,38.933440000000004,-78.19484,Arby's
Long John Silver's,Chambersburg,PA,17201,39.929928000000004,-77.63855,Long John Silver's
Krystal,Panama City Beach,FL,32407,30.1803,-85.802,Krystal
Arby's,Greencastle,IN,46135,39.64669,-86.83726,Arby's
Arby's,Lake Saint Louis,MO,63367,38.7669,-90.7839,Arby's
McDonald's,Wentzville,MO,63385,38.810311999999996,-90.864674,McDonald's
Taco Bell,Bessemer,AL,35023,33.450731,-86.98456,Taco Bell
Taco Bell,Hudson,WI,54016,44.9613,-92.7239,Taco Bell
Taco Bell,Oklahoma City,OK,73132,35.546651000000004,-97.613686,Taco Bell
Boston Market,Homewood,IL,60430,41.564763,-87.636202,Boston Market
Bojangles' Famous Chicken 'n Biscuits,Dawsonville,GA,30534,34.416988,-84.113015,Bojangles' Famous Chicken 'n Biscuits
Domino's Pizza,Houston,TX,77024,29.7669,-95.5576,Domino's Pizza
Five Guys,Houston,TX,77008,29.81353,-95.41032,Five Guys
Whataburger,Houston,TX,77040,29.848671000000003,-95.503555,Whataburger
KFC,Houston,TX,77040,29.85175,-95.50589000000001,KFC
Gold Star Chili,Hamilton,OH,45013,39.4192,-84.5885,Gold Star Chili
Wendy's,Maineville,OH,45039,39.34629,-84.21834,Wendy's
Jack in the Box,Centralia,WA,98531,46.728694,-122.98043200000001,Jack in the Box
Taco Bell,Centralia,WA,98531,46.729331,-122.979257,Taco Bell
